account_id|pid|code|ftype|descr|address|rc_id|chan_id|poten_id|group_price_id|payment_delay|locked
2HS000P14DMT|2000|3233|0|Курловское Потребительское Общество|,601532,Владимирская обл,Гусь-Хрустальный р-н,,Спудни д,,37,,|2|||||
2HS000P13DMT|2000|3233|0|Курловское Потребительское Общество|,601532,Владимирская обл,Гусь-Хрустальный р-н,,Старково д,,25,,|2|||||
GU2000P6RDMT|2000|21859|0|Вершина ООО|,601240,Владимирская обл,Собинский р-н,Лакинск г,,10 Октября ул,4,,||||||
7OP000OAYDMT|2000|9981|0|Веселов Е.Е.|171843, ТВЕРСКАЯ ОБЛАСТЬ, Г.УДОМЛЯ, УЛ. ВОЛОДАРСКОГО, Д.1, КОР.1||||||
2HS000KBCDMT|2000|3233|0|Курловское Потребительское Общество|,601532,Владимирская обл,Гусь-Хрустальный р-н,,Часлицы д,,38,,|2|||||
2HS000P1EDMT|2000|3233|0|Курловское Потребительское Общество|,601541,Владимирская обл,Гусь-Хрустальный р-н,,Икшево д,,217,,|2|||||
16G0004I8DMT|2000|1529|0|Весна ООО|,141201,Московская обл,,Пушкино г,,Текстильщиков ул,1,,||||||
2HS000P1GDMT|2000|3233|0|Курловское Потребительское Общество|,601541,Владимирская обл,Гусь-Хрустальный р-н,,Обдихово д,,35,,|2|||||
2HS000P1DDMT|2000|3233|0|Курловское Потребительское Общество|,601541,Владимирская обл,Гусь-Хрустальный р-н,,Черсево с,,160,,|2|||||
16G000PB6DMT|2000|1529|0|Весна ООО|,141270,Московская обл,Пушкинский р-н,,Софрино п,Тютчева ул,72,,||||||
2HS000P1BDMT|2000|3233|0|Курловское Потребительское Общество|,601542,Владимирская обл,Гусь-Хрустальный р-н,,Тащилово с,Центральная ул,24,,|2|||||
2HS000P1IDMT|2000|3233|0|Курловское Потребительское Общество|,601542,Владимирская обл,Гусь-Хрустальный р-н,,Филатово д,,35,,|2|||||
2HS000P19DMT|2000|3233|0|Курловское Потребительское Общество|,601542,Владимирская обл,Гусь-Хрустальный р-н,,Шабаново д,,45,,|2|||||
GAU000OHFDMT|2000|21164|0|Весна ООО|,141840,Московская обл,Дмитровский р-н,Яхрома г,,Бусалова ул,1,,||||||
2HS000P1ADMT|2000|3233|0|Курловское Потребительское Общество|,601543,Владимирская обл,Гусь-Хрустальный р-н,,Колпь с,Центральная ул,3 А,,|2|||||
2HS000P1HDMT|2000|3233|0|Курловское Потребительское Общество|,601543,Владимирская обл,Гусь-Хрустальный р-н,,Красная Заря п,,24,,|2|||||
2HS000P1CDMT|2000|3233|0|Курловское Потребительское Общество|,601543,Владимирская обл,Гусь-Хрустальный р-н,,Ново-Дурово д,,58,,|2|||||
2HS000P18DMT|2000|3233|0|Курловское Потребительское Общество|,601544,Владимирская обл,Гусь-Хрустальный р-н,,Долбино д,,51,,|2|||||
BNW000IMTDMT|2000|15139|0|Ветерок ООО|,141202,Московская обл,,Пушкино г,,Ярославское ш,180 А,,||||||
FEC000RVADMT|2000|19988|0|Ветерок ООО|,141800,Московская обл,,Дмитров г,,Веретенникова ул,11,,||||||
FEC000RV5DMT|2000|19988|0|Ветерок ООО|,141800,Московская обл,,Дмитров г,,Инженерная ул,25,,||||||
FEC000RV4DMT|2000|19988|0|Ветерок ООО|,141800,Московская обл,,Дмитров г,,Маркова ул,22,,||||||
FEC000RV9DMT|2000|19988|0|Ветерок ООО|,141800,Московская обл,,Дмитров г,,Профессиональная ул,26,1,||||||
2HS000P0QDMT|2000|3233|0|Курловское Потребительское Общество|,601571,Владимирская обл,Гусь-Хрустальный р-н,,Окатово д,,101,,|2|||||
FEC000PYDDMT|2000|19988|0|Ветерок ООО|,141801,Московская обл,,Дмитров г,,ДЗФС мкр,14,,||||||
2HS000P0ZDMT|2000|3233|0|Курловское Потребительское Общество|,601575,Владимирская обл,Гусь-Хрусталь...н,,Алферово д,Пролетарская ул,74 А,,|2|||||
FEC000RV6DMT|2000|19988|0|Ветерок ООО|,141802,Московская обл,,Дмитров г,,Комсомольская ул,23,,||||||
FEC000Q50DMT|2000|19988|0|Ветерок ООО|,141802,Московская обл,,Дмитров г,,Космонавтов ул,42,,||||||
FEC000RV8DMT|2000|19988|0|Ветерок ООО|,141830,Московская обл,Дмитровский р-н,,Новосиньково п,,44,,||||||
FEC000RVBDMT|2000|19988|0|Ветерок ООО|,141840,Московская обл,Дмитровский р-н,Яхрома г,,Левобережье мкр,15,,||||||
FEC000N4ADMT|2000|19988|0|Ветерок ООО|М.О., г. Дмитров, ул. Внуковская, д. 6||||||
2HS000P0VDMT|2000|3233|0|Курловское Потребительское Общество|,601580,Владимирская обл,Гусь-Хрусталь...р-н,,Добрятино п,Алферовская ул,38,,|2|||||
F4O000MOVDMT|2000|19640|0|ВИД ООО|,152025,Ярославская обл,,Переславль-Залесский г,,50 лет Комсомола ул,16,,||||||
2HS000HABDMT|2000|3233|0|Курловское Потребительское Общество|,601591,Владимирская обл,Гусь-Хрустальный р-н,,Красный Поселок д,,д.13,,|2|||||
2HS000P1LDMT|2000|3233|0|Курловское Потребительское Общество|,601591,Владимирская обл,Гусь-Хрустальный р-н,,Ново-Мальцево д,,,,|2|||||
2HS000P1KDMT|2000|3233|0|Курловское Потребительское Общество|,601591,Владимирская обл,Гусь-Хрустальный р-н,,Парахино д,,30,,|2|||||
IWF000S6ADMT|2000|24542|0|Визир ООО|,172200,Тверская обл,,,Селижарово пгт,Сельская ул,8,,||||||
2UT000MI1DMT|2000|3702|0|Визит ООО (ИНН 3309011324)|,601202,Владимирская обл,,Собинка г,,Мира ул,5,,||||||
2UT000VMDMT|2000|3702|0|Визит ООО (ИНН 3309011324)|,601203,Владимирская обл,,Собинка г,,Димитрова ул,17,,||||||
89J000EJQDMT|2000|10731|0|Визит ООО (ИНН 7608007740)|г.Переславль-Залесский, ул.Ростовская, д.36||||||
2HS00040LDMT|2000|3233|0|Курловское Потребительское Общество|,601591,Владимирская обл,Гусь-Хрустальный р-н,,Уляхино д,Полевая ул,д.3,,|2|||||
2HS000P0SDMT|2000|3233|0|Курловское Потребительское Общество|,601591,Владимирская обл,Гусь-Хрустальный р-н,,Фомино д,,,,|2|||||
2HS000P0PDMT|2000|3233|0|Курловское Потребительское Общество|601508, Владимирская обл, Гусь-Хрустальный р-н, д. Цыкуль, д.31|2|||||
5JA0004LDDMT|2000|7189|0|Викинг ООО|141730, Московская обл., г. Лобня, ул. Текстильная, д. 12А||||||
GYW000PDDDMT|2000|22033|0|ВИКОН ООО|,601122,Владимирская обл,,Покров г,,Герасимова ул,39,,||||||
GYW000PDCDMT|2000|22033|0|ВИКОН ООО|,601122,Владимирская обл,,Покров г,,Ленина ул,100,,||||||
GYW000PDGDMT|2000|22033|0|ВИКОН ООО|,601122,Владимирская обл,Петушинский р-н,Покров г,,Больничный проезд,21,,||||||
GYW000PDEDMT|2000|22033|0|ВИКОН ООО|,601144,Владимирская обл,,Петушки г,,Маяковского ул,27,,||||||
2VB000WEDMT|2000|3720|0|Виктори ООО|,601130,Владимирская обл,Петушинский р-н,,Городищи п,Советская ул,11/19,,||||||
2VB000WFDMT|2000|3720|0|Виктори ООО|Владимирская обл., Петушинский район, п. Городищи, ул. Моисеенко, д. 1||||||
11400096DMT|2000|1337|0|Виктория ООО|,141260,Московская обл,Пушкинский р-н,,Правдинский п,Садовая ул,19,,||||||
II8000RNRDMT|2000|24028|0|Виктория ООО|,601141,Владимирская обл,,Петушки г,,Покровский проезд,17 А,,||||||
II8000RNQDMT|2000|24028|0|Виктория ООО|,601144,Владимирская обл,,Петушки г,,Строителей ул,28,,||||||
8HB000HUIDMT|2000|11011|0|Виктория ООО|,601443,Владимирская обл,,Вязники г,,Железнодорожная ул,8,,||||||
8HB000F20DMT|2000|11011|0|Виктория ООО|Вязниковский р-н, д.Лосево, ул.Советская, д.2б||||||
8HB000F1ZDMT|2000|11011|0|Виктория ООО|Вязниковский р-н, д.Чудиново, ул.Центральная, д.4||||||
2HS00040KDMT|2000|3233|0|Курловское Потребительское Общество|601591, Владимирская обл, Гусь-Хрустал... Великодворский, ул.Вокзальная, д.14|2|||||
8HB000F22DMT|2000|11011|0|Виктория ООО|Вязниковский р-н, п.Никологоры, ул.Советская, д.13||||||
2HS000P0RDMT|2000|3233|0|Курловское Потребительское Общество|601591, Владимирская обл, Гусь-Хрустальный р-н, д. Залесье|2|||||
2HS000FLWDMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл, Гусь-Хрустальный р-н, д. Аксеново, ул. Школьная, д.21|2|||||
2HS0004N5DMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл, Гусь-Хрустальный р-н, д. Демидово, ул. Зеленая, д.48|2|||||
2HS000P1JDMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл, Гусь-Хрустальный р-н, д. Неверово, д.1 А|2|||||
8HB000F21DMT|2000|11011|0|Виктория ООО|г.Вязники, ул.Благовещенская, д.49||||||
8HB000EVWDMT|2000|11011|0|Виктория ООО|г.Вязники, ул.Железнодорожная, д.8||||||
2OE000PUDMT|2000|3471|0|Викторова И. А. ИП|,141801,Московская обл,Дмитровский р-н,,Орево п,,5,,||||||
2HS000OTDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...  п.Великодворский, ул. Ленина, д.25|2|||||
2HS000OVDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал... Курлово г, Красной Армии ул., д.3 А|2|||||
2SU000SNDMT|2000|3631|0|Вилина Д ООО|,141800,Московская обл,,Дмитров г,,Аверьянова мкр,3,,||||||
JK4000T9GDMT|2000|25395|0|ВинКом ООО|,171261,Тверская обл,Конаковский р-н,,Редкино пгт,Калинина ул,8,,||||||
5LS0001JWDMT|2000|7280|0|Винниченко А.В.|"141980, Московская обл, Дубна г, Боголюбова пр-кт, д. 15 м-н  "Гурман"||||||
FP3000NITDMT|2000|20377|0|Винный мир ООО|Тверская обл.,Конаковский р., пос. Редкино, ул. Правды, д.13 Б||||||
7GS0004AZDMT|2000|9696|0|Виноградова А.В.|,171170,Тверская обл,,,Спирово п,Пушкина ул,33а,,||||||
GJ1000OSODMT|2000|21460|0|Виола ООО|,600009,Владимирская обл,,Владимир г,,Мира ул,30,,||||||
GJ1000OSPDMT|2000|21460|0|Виола ООО|г. Владимир, ул. Мира, д. 70||||||
IWG000S67DMT|2000|24543|0|Квант ООО|,171984,Тверская обл,,Бежецк г,,Рядового Николаева наб,2,,|1|||||
IWG000S66DMT|2000|24543|0|Квант ООО|,171987,Тверская обл,,Бежецк г,,Чернышевского пер,29 А,,|1|||||
IWG000S68DMT|2000|24543|0|Квант ООО|,171988,Тверская обл,,Бежецк г,,Нечаева ул,83/56,,|1|||||
2HS00040NDMT|2000|3233|0|Курловское Потребительское Общество|,601525,Владимирская обл,Гусь-Хрусталь...-н,,Мезиновка п,Строительная ул,12,,|2|||||
2HS000P15DMT|2000|3233|0|Курловское Потребительское Общество|,601532,Владимирская обл,Гусь-Хрустальный р-н,,Тальново д,Центральная ул,34,,|2|||||
2HS000P16DMT|2000|3233|0|Курловское Потребительское Общество|,601532,Владимирская обл,Гусь-Хрустальный р-н,,Тюрьвищи д,Центральная ул,14,,|2|||||
2HS000P17DMT|2000|3233|0|Курловское Потребительское Общество|,601542,Владимирская обл,Гусь-Хрустальный р-н,,Купреево д,Школьная ул,6,,|2|||||
2HS000P1MDMT|2000|3233|0|Курловское Потребительское Общество|,601543,Владимирская обл,Гусь-Хрусталь...р-н,,Таланово д,Центральная ул,104,,|2|||||
2HS000P0WDMT|2000|3233|0|Курловское Потребительское Общество|,601545,Владимирская обл,Гусь-Хрусталь...н,,Золотковский рзд,Советская ул,4,,|2|||||
2HS000P2DMT|2000|3233|0|Курловское Потребительское Общество|,601570,Владимирская обл,Гусь-Хрустальный р-н,Курлово г,,Тумская ул,д.1 А,,|2|||||
2HS000P0ODMT|2000|3233|0|Курловское Потребительское Общество|,601570,Владимирская обл,Гусь-Хрустальный р-н,Курлово г,,Чапаева ул,20,,|2|||||
2HS000S50DMT|2000|3233|0|Курловское Потребительское Общество|,601570,Владимирская обл,Гусь-Хрустальный р-н,Курлово г,,Школьная ул,2,,|2|||||
2HS000P2NDMT|2000|3233|0|Курловское Потребительское Общество|,601570,Владимирская обл,Гусь-Хрустальный р-н,Курлово г,,Школьная ул,5,,|2|||||
2HS000460DMT|2000|3233|0|Курловское Потребительское Общество|,601572,Владимирская обл,Гусь-Хрусталь...асный Октябрь п,Кооперативная ул,3,,|2|||||
2HS000P0YDMT|2000|3233|0|Курловское Потребительское Общество|,601575,Владимирская обл,Гусь-Хрусталь...н,,Георгиево с,Центральная ул,35 А,,|2|||||
2HS000P10DMT|2000|3233|0|Курловское Потребительское Общество|,601575,Владимирская обл,Гусь-Хрусталь...р-н,,Ильино д,Пролетарская ул,27 А,,|2|||||
2HS000P0XDMT|2000|3233|0|Курловское Потребительское Общество|,601580,Владимирская обл,Гусь-Хрусталь...н,,Добрятино п,60 лет Октября ул,6,,|2|||||
2HS000P0UDMT|2000|3233|0|Курловское Потребительское Общество|,601580,Владимирская обл,Гусь-Хрусталь...н,,Добрятино п,60 лет Октября ул,6,,|2|||||
2HS000P0TDMT|2000|3233|0|Курловское Потребительское Общество|,601580,Владимирская обл,Гусь-Хрусталь...-н,,Добрятино п,Станционная ул,4 а,,|2|||||
2HS000S4ZDMT|2000|3233|0|Курловское Потребительское Общество|,601590,Владимирская обл,Гусь-Хрустальный р-н,,Великодворский п,Ленина ул,6,,|2|||||
2HS000OQDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал..., Курлово г, Революции ул. , д. 23 А|2|||||
2HS000OUDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал..., п. Великодворский, ул. Ленина, д.6|2|||||
2HS000OPDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...Курлово г, Владимирская ул., д. 18 А|2|||||
2HS000OZDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...-н, Курлово г, Вокзальная ул., д.3 А|2|||||
2HS000P3DMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...н, Курлово г, Володарского ул., д. 4|2|||||
2HS000ORDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...н, Курлово г, Центральная ул., д.1 Б|2|||||
2HS000P1DMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...р-н, Курлово г, Базарная ул. ,д. 3 А|2|||||
TJ0006WDMT|2000|1064|0|ВИРА ООО|,141607,Московская обл,,Клин г,,Московская ул,2А,,||||||
2HS000OWDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустал...р-н, Курлово г, Чкалова ул., д. 17 А|2|||||
2HS000P0DMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустальный р-н, д. Перово, ул. Зеленая, д.6|2|||||
2HS000OXDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустальный р-н, Курлово г, 1 Мая ул. маг. №5|2|||||
2HS000OYDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустальный р-н, Курлово г, Новая ул.,д.4|2|||||
2HS000OSDMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустальный р-н, Курлово г, ПМК ул., ,д. 12|2|||||
2HS000OODMT|2000|3233|0|Курловское Потребительское Общество|601570, Владимирская обл, Гусь-Хрустальный р-н, Курлово г, Школьная ул., д.8|2|||||
2HS00044JDMT|2000|3233|0|Курловское Потребительское Общество|601591, Владимирская обл, Гусь-Хрустал...р-н, д. Аксеново, ул. Школьная, д.21|2|||||
2HS000I7UDMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл, Гусь-Хрустальный р-н, д.Мокрое, д.118|2|||||
2HS000FLXDMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл, Гусь-Хрустальный р-н...сный Октябрь, ул. Кооперативная, д.3|2|||||
2HS0004MZDMT|2000|3233|0|Курловское Потребительское Общество|Владимирская обл., Гусь-Хрустальный р-.... Великодворский, ул. Песочная, д.18|2|||||
TJ0006VDMT|2000|1064|0|ВИРА ООО|Московская обл., г. Клин, ул. Парковая, д. 2 А||||||
I15000R0MDMT|2000|23411|0|ВиТ ООО|170028, Тверская обл, Тверь г, Коминтерна ул, д. 87а,склад №25||||||
GXL000PBODMT|2000|21986|0|Вита ООО|,601786,Владимирская обл,,Кольчугино г,,Московская ул,62,,||||||
87J000EHIDMT|2000|10659|0|Слесарев А.А. ИП|МО, г.Хотьково, ул.Менделеева, д.19а||||||
BEJ000I9RDMT|2000|14802|0|Слесаренко А.В.|,171571,Тверская обл,,Калязин г,,Тургенева ул,28,,||||||
GJ3000OT1DMT|2000|21462|0|СМАК ООО|,171571,Тверская обл,,Калязин г,,Тургенева ул,28 Б,,||||||
8NP000F3KDMT|2000|11241|0|Смальта ООО|МО, г.Дубна, ул.9 Мая, д.1а||||||
BWE000IU9DMT|2000|15445|0|Смартмаш ООО|,141980,Московская обл,,Дубна г,,Дружбы ул,19,,||||||
HBV000T6QDMT|2000|22500|0|Смекалов Вячеслав Анатольевич ИП|,,Тверская обл,,Тверь г,,Хромова ул,27,,||||||
HBV000PXSDMT|2000|22500|0|Смекалов Вячеслав Анатольевич ИП|,170039,Тверская обл,,Тверь г,,Молодежный б-р,1,,||||||
W80007LDMT|2000|1161|0|Смирнов А.А.|141631, Московская обл, Клинский р-н, Решетниково пгт, проезд ОПМС-1, д. 10||||||
9Q3000GI4DMT|2000|12625|0|Смирнов А.В. (ИНН 502003436000)|141631, Московская обл, Клинский р-н, Решетниково рп, Лесная ул., д. 27||||||
9Q3000GI3DMT|2000|12625|0|Смирнов А.В. (ИНН 502003436000)|141631, Московская обл, Клинский р-н, Решетниково рп, ОПМС-1 проезд, д. 16||||||
GH7000OQPDMT|2000|21394|0|Смирнов Валерий Михайлович ИП|,172111,Тверская обл,,Кувшиново г,,Степана Разина ул,2а,,||||||
IV4000S51DMT|2000|24495|0|Смирнов и К ООО|,171361,Тверская обл,,Старица г,,Коммунистическая ул,40,,||||||
8XT000FHUDMT|2000|11605|0|Смирнова М.В.|,171210,Тверская обл,,Лихославль г,,Пролетарская ул,1,,||||||
8XT000M8NDMT|2000|11605|0|Смирнова М.В.|,171210,Тверская обл,,Лихославль г,,Советская ул,42а,,||||||
GSW000P59DMT|2000|21817|0|Смирнова Наталия Владимировна ИП|,171502,Тверская обл,,Кимры г,,Орджоникидзе ул,12,,||||||
9UR000GN4DMT|2000|12793|0|Смородин О.А.|600037, Владимирская обл, Владимир г, Нижняя Дуброва ул, д. 36||||||
73J0001Q1DMT|2000|9219|0|Смородов А.Д. ИП|,141315,Московская обл,Сергиево-Посадс...н,Сергиев Посад г,,Бероунская ул,1,,||||||
88G000EICDMT|2000|10692|0|СПМК-73 ООО|МО, г.Дмитров, ул.Веретенникова, д.13а||||||
73J000FN8DMT|2000|9219|0|Смородов А.Д. ИП|,141315,Московская обл,Сергиево-Посадс...ргиев Посад г,,Новоуглическое ш,46,,||||||
35655-10930|31949|35655|0|Владимирский филиал ОАО Детский мир-центр|Владимирская обл., г. Владимир Московская Бол. ул. д.19А (цокольный этаж)||||||
50519-11376|31949|50519|0|Воробьева О.Н. ИП|Владимирская обл., Петушинский р-н, г. Петушки Пролетарская ул. д.4||||||
11377-5437|31949|00-001|0|Клиент №1|г. Москва ул. Медынская ул. д.7 стр. 1||||||
50381-11174|31949|50381|0|ИП Борисова Е.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный пр-кт 50 лет Советской власти д.33 (маг,  Юбилейный)||||||
50262-10871|31949|50262|0|ИП Бугрова Ж.М.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Калинина ул. д.52||||||
50182-10681|31949|50182|0|ИП Бурмистрова Н.А.|Владимирская обл., Ковровский р-н, г. Ковров Грибоедова ул. д.15||||||
50297-10993|31949|50297|0|ИП Васильева|Владимирская обл., Петушинский р-н, г. Петушки Московская ул. д.12А||||||
36493-11322|31949|36493|0|ИП Воробьев М.А.|Владимирская обл., г. Владимир Безыменского ул. д.17 (маг. Кенгуру,2-этаж)||||||
50028-10672|31949|50028|0|ИП Гаврилова Е.Н.|Владимирская обл., Киржачский р-н, г. Киржач Гагарина ул. д.29||||||
35951-10619|31949|35951|0|ИП Голубев В,А.|Владимирская обл., г. Владимир Строителей ул. д.6||||||
35951-10538|31949|35951|0|ИП Голубев В,А.|Владимирская обл., г. Владимир Добросельская ул. д.191-Б||||||
35103-10584|31949|35103|0|ИП Голышева М.Л.|Владимирская обл., Вязниковский р-н, г. Вязники Советская ул. д.64||||||
36260-10943|31949|36260|0|ИП Гордеева Г.Н|Владимирская обл., Суздальский р-н, г. Суздаль Красная Площадь ул. д.20А||||||
32240-8430|31949|32240|0|ИП Горлов Е.В.|Владимирская обл.,  Ковровский р-н, г. Ковров ул. Кирова ул. д.73||||||
50423-11258|31949|50423|0|ИП Горохов А.Д.|Владимирская обл., Ковровский р-н, г. Ковров Чкалова д.50||||||
50177-11025|31949|50177|0|ИП Графская Е.Е.|Владимирская обл., Киржачский р-н, г. Киржач Пугачева ул. д.3||||||
50177-11173|31949|50177|0|ИП Графская Е.Е.|Владимирская обл., Киржачский р-н, г. Киржач Гагарина ул. д.29||||||
50177-10670|31949|50177|0|ИП Графская Е.Е.|Владимирская обл., Киржачский р-н, г. Киржач 40 лет Октября ул. д.5 корп. А||||||
50244-10833|31949|50244|0|ИП Графская Е.Е.-1|Владимирская обл., Киржачский р-н, г. Киржач 40 лет Октября ул. д.12||||||
32451-10435|31949|32451|0|ИП Греднева Е.В.|Владимирская обл., Петушинский р-н, г. Покров Ленина ул д.93||||||
35011-10197|31949|35011|0|ИП Губский  В.П.|Владимирская обл.,  Судогодский р-н, г. Судогда ул. Химиков ул. д.3||||||
32176-10841|31949|32176|0|ИП Ермохина Н.В.|Владимирская обл., Судогодский р-н, г. Судогда Коммунистическая ул. д.6||||||
50374-11158|31949|50374|0|ИП Жирнов Н.Е.|Владимирская обл., Гусь-Хрустальный р-н, г. Курлово 1 Мая д.6||||||
30996-11166|31949|30996|0|ИП Зарати И.И.|Владимирская обл., г. Владимир Суздальский пр-кт д.5 (сек.2)||||||
50332-11076|31949|50332|0|ИП Иванов С.И.|Владимирская обл., Муромский р-н, г. Муром Л. Толстого ул. д.107||||||
32261-8921|31949|32261|0|ИП Иванова  О.В.|Владимирская обл., Ковровский р-н, г. Ковров Дегтярева ул. д.115||||||
50266-10889|31949|50266|0|ИП Извеков В.В.|Владимирская обл., г. Владимир Складская ул. д.3 корп. А||||||
32630-7836|31949|32630|0|ИП Илларионов А.В|Владимирская обл.,  Юрьев-Польский р-н, г. Юрьев-Польский ул. Шибанкова ул. д.14 корп. А||||||
36493-11325|31949|36493|0|ИП Воробьев М.А.|Владимирская обл., г. Владимир Добросельская ул. д.201 (ТЦ Добросельский)||||||
32113-9871|31949|32113|0|ИП Воронова А.А-не выбирать|Владимирская обл.,  Муромский р-н, г. Муром ул. Московская ул. д.25||||||
32452-8640|31949|32452|0|ИП Грищенко А.Л.|Владимирская обл.,  Киржачский р-н, г. Киржач ул. 40 лет Октября д.40||||||
32642-7848|31949|32642|0|ИП Гук Л.Д|Владимирская обл., г. Владимир Солнечная ул. д.54||||||
59H0004LCDMT|2000|6834|0|Влад и Брат ООО|141730, Московская обл., г. Лобня, ул. Аэропортовская, д.7А||||||
32039-9418|31949|32039|0|ИП Гунин Ю.С.|Владимирская обл.,  Вязниковский р-н, г. Вязники ул. Мошина ул. д.22 корп. 11||||||
